Starting monitors...
🚀 ArgonWatch Server running on port 3000
📊 Monitoring: System, PM2, GitHub Runner
🚨 Alert Rules: 3 configured
Historical data loaded.
[SystemMonitor] Slow metrics: currentLoad: 286ms, mem: 724ms, fsSize: 729ms, networkStats: 772ms, cpuTemperature: 825ms, cpuCurrentSpeed: 286ms, fsStats: 286ms (Total: 825ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 710ms, fsSize: 716ms, networkStats: 765ms, cpuTemperature: 824ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 824ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 726ms, fsSize: 720ms, networkStats: 772ms, cpuTemperature: 833ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 833ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 726ms, fsSize: 717ms, networkStats: 765ms, cpuTemperature: 833ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 833ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 715ms, fsSize: 724ms, networkStats: 774ms, cpuTemperature: 823ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 823ms)
[SystemMonitor] Slow metrics: currentLoad: 289ms, mem: 753ms, fsSize: 747ms, networkStats: 776ms, cpuTemperature: 844ms, cpuCurrentSpeed: 289ms, fsStats: 289ms (Total: 845ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 724ms, fsSize: 719ms, networkStats: 763ms, cpuTemperature: 823ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 823ms)
[SystemMonitor] Slow metrics: currentLoad: 292ms, mem: 714ms, fsSize: 722ms, networkStats: 767ms, cpuTemperature: 820ms, cpuCurrentSpeed: 292ms, fsStats: 292ms (Total: 820ms)
[SystemMonitor] Slow metrics: currentLoad: 293ms, mem: 735ms, fsSize: 742ms, networkStats: 781ms, cpuTemperature: 843ms, cpuCurrentSpeed: 293ms, fsStats: 293ms (Total: 843ms)
[SystemMonitor] Slow metrics: currentLoad: 306ms, mem: 732ms, fsSize: 737ms, networkStats: 778ms, cpuTemperature: 836ms, cpuCurrentSpeed: 306ms, fsStats: 306ms (Total: 836ms)
[SystemMonitor] Slow metrics: currentLoad: 292ms, mem: 757ms, fsSize: 756ms, networkStats: 810ms, cpuTemperature: 863ms, cpuCurrentSpeed: 292ms, fsStats: 292ms (Total: 863ms)
[SystemMonitor] Slow metrics: currentLoad: 289ms, mem: 727ms, fsSize: 722ms, networkStats: 770ms, cpuTemperature: 817ms, cpuCurrentSpeed: 289ms, fsStats: 289ms (Total: 817ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 731ms, fsSize: 724ms, networkStats: 775ms, cpuTemperature: 824ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 824ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 738ms, fsSize: 726ms, networkStats: 768ms, cpuTemperature: 823ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 823ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 711ms, fsSize: 720ms, networkStats: 777ms, cpuTemperature: 818ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 818ms)
[SystemMonitor] Slow metrics: currentLoad: 287ms, mem: 737ms, fsSize: 725ms, networkStats: 777ms, cpuTemperature: 831ms, cpuCurrentSpeed: 287ms, fsStats: 287ms (Total: 831ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 724ms, fsSize: 728ms, networkStats: 782ms, cpuTemperature: 853ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 853ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 719ms, fsSize: 724ms, networkStats: 769ms, cpuTemperature: 819ms, cpuCurrentSpeed: 291ms, fsStats: 291ms (Total: 819ms)
[SystemMonitor] Slow metrics: currentLoad: 303ms, mem: 727ms, fsSize: 746ms, networkStats: 794ms, cpuTemperature: 856ms, cpuCurrentSpeed: 303ms, fsStats: 303ms (Total: 856ms)
[SystemMonitor] Slow metrics: currentLoad: 287ms, mem: 719ms, fsSize: 727ms, networkStats: 775ms, cpuTemperature: 828ms, cpuCurrentSpeed: 287ms, fsStats: 287ms (Total: 828ms)
[SystemMonitor] Slow metrics: currentLoad: 287ms, mem: 716ms, fsSize: 721ms, networkStats: 766ms, cpuTemperature: 819ms, cpuCurrentSpeed: 287ms, fsStats: 287ms (Total: 819ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 724ms, fsSize: 732ms, networkStats: 766ms, cpuTemperature: 824ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 824ms)
[SystemMonitor] Slow metrics: currentLoad: 290ms, mem: 727ms, fsSize: 724ms, networkStats: 771ms, cpuTemperature: 821ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 821ms)
[SystemMonitor] Slow metrics: currentLoad: 289ms, mem: 717ms, fsSize: 722ms, networkStats: 768ms, cpuTemperature: 827ms, cpuCurrentSpeed: 289ms, fsStats: 289ms (Total: 827ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 724ms, fsSize: 722ms, networkStats: 779ms, cpuTemperature: 837ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 837ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 713ms, fsSize: 720ms, networkStats: 764ms, cpuTemperature: 825ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 825ms)
[SystemMonitor] Slow metrics: currentLoad: 288ms, mem: 720ms, fsSize: 715ms, networkStats: 761ms, cpuTemperature: 818ms, cpuCurrentSpeed: 288ms, fsStats: 288ms (Total: 818ms)
[SystemMonitor] Slow metrics: currentLoad: 291ms, mem: 722ms, fsSize: 721ms, networkStats: 795ms, cpuTemperature: 830ms, cpuCurrentSpeed: 290ms, fsStats: 290ms (Total: 831ms)
[SystemMonitor] Slow metrics: currentLoad: 289ms, mem: 720ms, fsSize: 724ms, networkStats: 767ms, cpuTemperature: 824ms, cpuCurrentSpeed: 289ms, fsStats: 289ms (Total: 824ms)
[SystemMonitor] Slow metrics: currentLoad: 309ms, mem: 732ms, fsSize: 735ms, networkStats: 804ms, cpuTemperature: 832ms, cpuCurrentSpeed: 309ms, fsStats: 309ms (Total: 833ms)
